,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
2401,name2402,lastname2402,October,15,1999,BS Communications Technology Management,+639271599241,Female,Globe
2402,name2403,lastname2403,June,22,1999,BS Management Engineering,+639272893262,Male,Globe
2403,name2404,lastname2404,October,24,2001,BS Communications Technology Management,+639277481190,Male,Globe
2404,name2405,lastname2405,July,19,1999,BS Information Technology Entrepreneurship,+639181928519,Male,Smart
2405,name2406,lastname2406,March,7,1998,BS Management,+639182015633,Female,Smart
2406,name2407,lastname2407,March,10,2000,BS Information Technology Entrepreneurship,+639273927223,Female,Globe
2407,name2408,lastname2408,February,16,1997,BS Management,+639278287176,Female,Globe
2408,name2409,lastname2409,May,6,1997,BS Communications Technology Management,+639174123057,Male,Globe
2409,name2410,lastname2410,March,28,2000,BS Management,+639171813978,Female,Globe
2410,name2411,lastname2411,October,22,1998,BS Communications Technology Management,+639173743329,Male,Globe
2411,name2412,lastname2412,June,16,1999,BS Communications Technology Management,+639178706914,Male,Globe
2412,name2413,lastname2413,November,26,2001,BS Legal Management,+639179603096,Female,Globe
2413,name2414,lastname2414,February,18,1999,BS Information Technology Entrepreneurship,+639177552268,Female,Globe
2414,name2415,lastname2415,October,10,1998,BS Communications Technology Management,+639189317669,Male,Smart
2415,name2416,lastname2416,September,25,1999,BS Management,+639275775428,Female,Globe
2416,name2417,lastname2417,November,1,2000,BS Management,+639186117258,Male,Smart
2417,name2418,lastname2418,December,13,2000,BS Information Technology Entrepreneurship,+639272557533,Female,Globe
2418,name2419,lastname2419,November,16,2001,BS Communications Technology Management,+639271984160,Male,Globe
2419,name2420,lastname2420,June,10,2000,BS Legal Management,+639181471799,Male,Smart
2420,name2421,lastname2421,May,3,1998,BS Information Technology Entrepreneurship,+639273977959,Male,Globe
2421,name2422,lastname2422,May,28,1999,BS Communications Technology Management,+639276192961,Male,Globe
2422,name2423,lastname2423,March,10,1999,BS Management,+639178403342,Female,Globe
2423,name2424,lastname2424,March,14,2001,BS Information Technology Entrepreneurship,+639177938378,Female,Globe
2424,name2425,lastname2425,July,19,1999,BS Information Technology Entrepreneurship,+639184958760,Male,Smart
2425,name2426,lastname2426,May,16,2000,BS Management Engineering,+639183904848,Female,Smart
2426,name2427,lastname2427,February,4,2000,BS Management,+639175041312,Male,Globe
2427,name2428,lastname2428,November,13,1997,BS Information Technology Entrepreneurship,+639177648229,Female,Globe
2428,name2429,lastname2429,June,22,1997,BS Legal Management,+639272276284,Female,Globe
2429,name2430,lastname2430,May,17,1998,BS Information Technology Entrepreneurship,+639181997797,Female,Smart
2430,name2431,lastname2431,August,13,1998,BS Management,+639171693352,Male,Globe
2431,name2432,lastname2432,May,15,1999,BS Management Engineering,+639177613830,Male,Globe
2432,name2433,lastname2433,September,17,1997,BS Communications Technology Management,+639278496892,Female,Globe
2433,name2434,lastname2434,January,19,1999,BS Management Engineering,+639274349948,Female,Globe
2434,name2435,lastname2435,April,4,1998,BS Communications Technology Management,+639272278411,Female,Globe
2435,name2436,lastname2436,February,12,1997,BS Management Engineering,+639184364889,Male,Smart
2436,name2437,lastname2437,March,19,1999,BS Communications Technology Management,+639188321639,Male,Smart
2437,name2438,lastname2438,October,21,1998,BS Information Technology Entrepreneurship,+639274826028,Male,Globe
2438,name2439,lastname2439,February,5,1998,BS Management Engineering,+639184857266,Male,Smart
2439,name2440,lastname2440,September,19,1998,BS Management,+639178565444,Male,Globe
2440,name2441,lastname2441,February,12,2001,BS Legal Management,+639177548431,Male,Globe
2441,name2442,lastname2442,November,10,2001,BS Management Engineering,+639277646262,Male,Globe
2442,name2443,lastname2443,July,25,1998,BS Information Technology Entrepreneurship,+639185411153,Male,Smart
2443,name2444,lastname2444,August,16,1998,BS Management,+639188457573,Female,Smart
2444,name2445,lastname2445,September,5,1998,BS Management,+639275331486,Male,Globe
2445,name2446,lastname2446,February,22,2000,BS Management Engineering,+639172757590,Male,Globe
2446,name2447,lastname2447,February,11,2001,BS Management Engineering,+639186946303,Male,Smart
2447,name2448,lastname2448,June,4,2000,BS Communications Technology Management,+639272443224,Female,Globe
2448,name2449,lastname2449,July,6,1998,BS Legal Management,+639184463657,Female,Smart
2449,name2450,lastname2450,June,21,1998,BS Management,+639173352745,Male,Globe
2450,name2451,lastname2451,January,22,1999,BS Management Engineering,+639174822116,Male,Globe
2451,name2452,lastname2452,April,23,1999,BS Management Engineering,+639175385323,Male,Globe
2452,name2453,lastname2453,March,22,2001,BS Communications Technology Management,+639175233869,Male,Globe
2453,name2454,lastname2454,November,19,1999,BS Management Engineering,+639173853899,Female,Globe
2454,name2455,lastname2455,December,24,1997,BS Information Technology Entrepreneurship,+639185934633,Male,Smart
2455,name2456,lastname2456,April,9,1998,BS Legal Management,+639277258448,Male,Globe
2456,name2457,lastname2457,October,10,2001,BS Management,+639178757767,Male,Globe
2457,name2458,lastname2458,November,4,1999,BS Information Technology Entrepreneurship,+639172348813,Male,Globe
2458,name2459,lastname2459,January,6,1998,BS Communications Technology Management,+639178542574,Female,Globe
2459,name2460,lastname2460,April,18,2001,BS Information Technology Entrepreneurship,+639181728477,Male,Smart
2460,name2461,lastname2461,November,18,1998,BS Legal Management,+639277797910,Female,Globe
2461,name2462,lastname2462,November,4,1997,BS Information Technology Entrepreneurship,+639186592984,Male,Smart
2462,name2463,lastname2463,January,28,1997,BS Management,+639273414442,Female,Globe
2463,name2464,lastname2464,September,6,1998,BS Management,+639278103537,Male,Globe
2464,name2465,lastname2465,October,28,1999,BS Management,+639178486313,Female,Globe
2465,name2466,lastname2466,May,28,1997,BS Management Engineering,+639185967521,Female,Smart
2466,name2467,lastname2467,February,12,1997,BS Legal Management,+639275371630,Female,Globe
2467,name2468,lastname2468,September,4,1997,BS Management,+639175228739,Male,Globe
2468,name2469,lastname2469,November,26,1999,BS Information Technology Entrepreneurship,+639279614729,Female,Globe
2469,name2470,lastname2470,July,5,1999,BS Management Engineering,+639187467549,Male,Smart
2470,name2471,lastname2471,April,15,1998,BS Management,+639171865933,Female,Globe
2471,name2472,lastname2472,December,13,1997,BS Communications Technology Management,+639188727265,Male,Smart
2472,name2473,lastname2473,May,6,1997,BS Management,+639189509443,Female,Smart
2473,name2474,lastname2474,January,24,1997,BS Management Engineering,+639189094946,Male,Smart
2474,name2475,lastname2475,January,12,1999,BS Legal Management,+639273125973,Male,Globe
2475,name2476,lastname2476,August,15,2001,BS Legal Management,+639188936385,Female,Smart
2476,name2477,lastname2477,September,27,2001,BS Legal Management,+639188776490,Male,Smart
2477,name2478,lastname2478,November,3,2001,BS Management,+639173476498,Male,Globe
2478,name2479,lastname2479,December,23,1999,BS Legal Management,+639185732384,Female,Smart
2479,name2480,lastname2480,May,22,1998,BS Communications Technology Management,+639187594404,Male,Smart
2480,name2481,lastname2481,March,3,2001,BS Communications Technology Management,+639173325207,Male,Globe
2481,name2482,lastname2482,September,10,2000,BS Communications Technology Management,+639171958173,Male,Globe
2482,name2483,lastname2483,January,6,2000,BS Legal Management,+639277818674,Male,Globe
2483,name2484,lastname2484,November,10,2000,BS Management Engineering,+639273479357,Male,Globe
2484,name2485,lastname2485,May,14,1999,BS Management,+639276508064,Male,Globe
2485,name2486,lastname2486,January,6,1999,BS Management,+639277022432,Female,Globe
2486,name2487,lastname2487,December,26,2000,BS Communications Technology Management,+639276341504,Male,Globe
2487,name2488,lastname2488,March,25,1999,BS Management,+639186142482,Male,Smart
2488,name2489,lastname2489,January,20,1997,BS Legal Management,+639184173419,Male,Smart
2489,name2490,lastname2490,August,16,2000,BS Legal Management,+639188004530,Female,Smart
2490,name2491,lastname2491,January,3,1999,BS Legal Management,+639274791685,Male,Globe
2491,name2492,lastname2492,January,9,2001,BS Information Technology Entrepreneurship,+639175178009,Female,Globe
2492,name2493,lastname2493,September,9,1999,BS Management Engineering,+639276493563,Female,Globe
2493,name2494,lastname2494,April,10,2000,BS Communications Technology Management,+639187973972,Male,Smart
2494,name2495,lastname2495,May,11,1998,BS Communications Technology Management,+639277023361,Male,Globe
2495,name2496,lastname2496,September,16,1998,BS Communications Technology Management,+639177948406,Male,Globe
2496,name2497,lastname2497,December,10,2000,BS Management Engineering,+639172407897,Male,Globe
2497,name2498,lastname2498,December,8,2001,BS Management,+639174374761,Male,Globe
2498,name2499,lastname2499,September,2,1997,BS Information Technology Entrepreneurship,+639275541341,Male,Globe
2499,name2500,lastname2500,March,12,2001,BS Management,+639187877812,Male,Smart
2500,name2501,lastname2501,December,1,2001,BS Management,+639176548967,Female,Globe
2501,name2502,lastname2502,December,19,2000,BS Management,+639179294398,Female,Globe
2502,name2503,lastname2503,February,6,1998,BS Communications Technology Management,+639185653640,Female,Smart
2503,name2504,lastname2504,April,9,2000,BS Legal Management,+639185205187,Male,Smart
2504,name2505,lastname2505,January,28,1997,BS Information Technology Entrepreneurship,+639273638348,Female,Globe
2505,name2506,lastname2506,November,22,1998,BS Communications Technology Management,+639278949571,Female,Globe
2506,name2507,lastname2507,February,11,1997,BS Legal Management,+639179982534,Female,Globe
2507,name2508,lastname2508,April,18,2001,BS Legal Management,+639276479151,Male,Globe
2508,name2509,lastname2509,October,25,1998,BS Legal Management,+639277444282,Female,Globe
2509,name2510,lastname2510,June,11,1998,BS Communications Technology Management,+639178699466,Male,Globe
2510,name2511,lastname2511,December,25,1997,BS Legal Management,+639182877261,Female,Smart
2511,name2512,lastname2512,May,25,1999,BS Management Engineering,+639279069410,Female,Globe
2512,name2513,lastname2513,November,10,2000,BS Communications Technology Management,+639184902582,Male,Smart
2513,name2514,lastname2514,September,15,1998,BS Information Technology Entrepreneurship,+639181519228,Female,Smart
2514,name2515,lastname2515,April,28,2001,BS Management Engineering,+639272798965,Male,Globe
2515,name2516,lastname2516,January,19,1997,BS Management,+639186092244,Female,Smart
2516,name2517,lastname2517,November,17,1998,BS Information Technology Entrepreneurship,+639272903455,Female,Globe
2517,name2518,lastname2518,October,15,2001,BS Legal Management,+639185921101,Female,Smart
2518,name2519,lastname2519,May,24,1999,BS Information Technology Entrepreneurship,+639278662938,Male,Globe
2519,name2520,lastname2520,October,11,1998,BS Management,+639181805555,Male,Smart
2520,name2521,lastname2521,January,18,1997,BS Management Engineering,+639271401589,Male,Globe
2521,name2522,lastname2522,May,28,2001,BS Communications Technology Management,+639279306395,Male,Globe
2522,name2523,lastname2523,July,23,2001,BS Information Technology Entrepreneurship,+639278151092,Female,Globe
2523,name2524,lastname2524,May,26,2000,BS Management Engineering,+639275961752,Female,Globe
2524,name2525,lastname2525,April,12,1998,BS Management Engineering,+639174232721,Male,Globe
2525,name2526,lastname2526,January,9,2001,BS Management Engineering,+639181022217,Male,Smart
2526,name2527,lastname2527,April,21,1997,BS Management,+639188085353,Male,Smart
2527,name2528,lastname2528,April,5,1999,BS Legal Management,+639176699647,Female,Globe
2528,name2529,lastname2529,May,11,1998,BS Management,+639274407845,Male,Globe
2529,name2530,lastname2530,June,17,2000,BS Management,+639184318667,Male,Smart
2530,name2531,lastname2531,January,17,1998,BS Communications Technology Management,+639272043757,Male,Globe
2531,name2532,lastname2532,November,28,2001,BS Legal Management,+639273134542,Female,Globe
2532,name2533,lastname2533,December,12,2000,BS Information Technology Entrepreneurship,+639184578951,Male,Smart
2533,name2534,lastname2534,May,19,1999,BS Management Engineering,+639183082032,Male,Smart
2534,name2535,lastname2535,September,16,1997,BS Legal Management,+639274748597,Male,Globe
2535,name2536,lastname2536,February,17,2001,BS Management Engineering,+639173954691,Female,Globe
2536,name2537,lastname2537,November,9,1998,BS Information Technology Entrepreneurship,+639188731719,Female,Smart
2537,name2538,lastname2538,January,2,1997,BS Communications Technology Management,+639185608844,Female,Smart
2538,name2539,lastname2539,February,3,1998,BS Information Technology Entrepreneurship,+639277955882,Male,Globe
2539,name2540,lastname2540,November,18,1997,BS Information Technology Entrepreneurship,+639189605438,Male,Smart
2540,name2541,lastname2541,November,18,1999,BS Legal Management,+639189287748,Male,Smart
2541,name2542,lastname2542,December,5,1997,BS Communications Technology Management,+639274232526,Female,Globe
2542,name2543,lastname2543,September,18,1998,BS Communications Technology Management,+639183251526,Female,Smart
2543,name2544,lastname2544,April,18,1999,BS Management Engineering,+639271791079,Male,Globe
2544,name2545,lastname2545,July,13,2000,BS Communications Technology Management,+639188816528,Male,Smart
2545,name2546,lastname2546,August,19,1999,BS Information Technology Entrepreneurship,+639173349017,Female,Globe
2546,name2547,lastname2547,February,16,2000,BS Communications Technology Management,+639184406060,Female,Smart
2547,name2548,lastname2548,January,5,1999,BS Management,+639277742119,Male,Globe
2548,name2549,lastname2549,April,20,1998,BS Management Engineering,+639184936405,Male,Smart
2549,name2550,lastname2550,August,8,1998,BS Information Technology Entrepreneurship,+639187935808,Male,Smart
2550,name2551,lastname2551,March,12,1997,BS Information Technology Entrepreneurship,+639174108644,Female,Globe
2551,name2552,lastname2552,May,18,1997,BS Legal Management,+639173827700,Male,Globe
2552,name2553,lastname2553,July,14,1997,BS Communications Technology Management,+639175545621,Female,Globe
2553,name2554,lastname2554,April,25,1999,BS Legal Management,+639272915154,Female,Globe
2554,name2555,lastname2555,August,10,1997,BS Information Technology Entrepreneurship,+639278614721,Male,Globe
2555,name2556,lastname2556,February,18,1998,BS Legal Management,+639278936964,Female,Globe
2556,name2557,lastname2557,July,4,1999,BS Management Engineering,+639178186486,Male,Globe
2557,name2558,lastname2558,December,15,1997,BS Legal Management,+639272626276,Male,Globe
2558,name2559,lastname2559,August,7,2001,BS Communications Technology Management,+639174195167,Male,Globe
2559,name2560,lastname2560,February,3,1998,BS Legal Management,+639279914924,Male,Globe
2560,name2561,lastname2561,August,12,2000,BS Management,+639172755243,Female,Globe
2561,name2562,lastname2562,May,24,1999,BS Legal Management,+639277543697,Male,Globe
2562,name2563,lastname2563,March,16,1997,BS Legal Management,+639275151326,Male,Globe
2563,name2564,lastname2564,October,22,1998,BS Management,+639271907709,Female,Globe
2564,name2565,lastname2565,January,6,1997,BS Communications Technology Management,+639279143489,Male,Globe
2565,name2566,lastname2566,December,22,1998,BS Communications Technology Management,+639275103306,Female,Globe
2566,name2567,lastname2567,April,21,2000,BS Management,+639171372165,Female,Globe
2567,name2568,lastname2568,May,17,1998,BS Management,+639279999548,Female,Globe
2568,name2569,lastname2569,October,21,2000,BS Management,+639274398623,Female,Globe
2569,name2570,lastname2570,October,15,2001,BS Management Engineering,+639189363308,Male,Smart
2570,name2571,lastname2571,July,8,1999,BS Management Engineering,+639272121620,Male,Globe
2571,name2572,lastname2572,October,11,2001,BS Communications Technology Management,+639175709954,Male,Globe
2572,name2573,lastname2573,May,23,1998,BS Management Engineering,+639275774535,Female,Globe
2573,name2574,lastname2574,January,16,1997,BS Management,+639187588124,Male,Smart
2574,name2575,lastname2575,December,25,2000,BS Communications Technology Management,+639271032003,Female,Globe
2575,name2576,lastname2576,May,25,1998,BS Information Technology Entrepreneurship,+639276264429,Female,Globe
2576,name2577,lastname2577,April,15,1997,BS Communications Technology Management,+639273009845,Female,Globe
2577,name2578,lastname2578,December,17,2001,BS Communications Technology Management,+639177914807,Male,Globe
2578,name2579,lastname2579,October,8,1999,BS Management Engineering,+639278105558,Male,Globe
2579,name2580,lastname2580,August,20,1997,BS Legal Management,+639188878537,Male,Smart
2580,name2581,lastname2581,November,7,1999,BS Legal Management,+639187902841,Female,Smart
2581,name2582,lastname2582,January,8,1998,BS Legal Management,+639176026957,Male,Globe
2582,name2583,lastname2583,April,28,2001,BS Communications Technology Management,+639173867741,Male,Globe
2583,name2584,lastname2584,February,11,1999,BS Information Technology Entrepreneurship,+639184009775,Male,Smart
2584,name2585,lastname2585,May,8,1999,BS Communications Technology Management,+639181537448,Male,Smart
2585,name2586,lastname2586,April,6,1998,BS Management,+639276408396,Female,Globe
2586,name2587,lastname2587,April,5,1999,BS Information Technology Entrepreneurship,+639276915341,Male,Globe
2587,name2588,lastname2588,April,9,2000,BS Management,+639176761899,Male,Globe
2588,name2589,lastname2589,March,13,1999,BS Legal Management,+639175735058,Male,Globe
2589,name2590,lastname2590,September,4,2001,BS Communications Technology Management,+639273956034,Male,Globe
2590,name2591,lastname2591,January,13,2000,BS Management,+639175302742,Female,Globe
2591,name2592,lastname2592,October,25,1999,BS Communications Technology Management,+639182448484,Male,Smart
2592,name2593,lastname2593,June,18,1998,BS Management Engineering,+639271416274,Male,Globe
2593,name2594,lastname2594,June,12,1999,BS Management,+639276402517,Male,Globe
2594,name2595,lastname2595,August,14,1998,BS Communications Technology Management,+639179917278,Male,Globe
2595,name2596,lastname2596,December,22,1998,BS Management Engineering,+639184862307,Male,Smart
2596,name2597,lastname2597,February,11,1999,BS Communications Technology Management,+639178133010,Male,Globe
2597,name2598,lastname2598,April,18,1998,BS Management Engineering,+639274445398,Male,Globe
2598,name2599,lastname2599,August,22,1999,BS Communications Technology Management,+639188057805,Male,Smart
2599,name2600,lastname2600,October,23,1999,BS Communications Technology Management,+639276128812,Male,Globe
2600,name2601,lastname2601,August,3,1999,BS Communications Technology Management,+639187142798,Female,Smart
2601,name2602,lastname2602,August,19,1999,BS Management Engineering,+639187071691,Female,Smart
2602,name2603,lastname2603,November,23,1997,BS Communications Technology Management,+639188753524,Female,Smart
2603,name2604,lastname2604,November,19,1999,BS Management,+639182249200,Male,Smart
2604,name2605,lastname2605,September,26,2000,BS Information Technology Entrepreneurship,+639188026074,Female,Smart
2605,name2606,lastname2606,February,17,1998,BS Communications Technology Management,+639279648172,Female,Globe
2606,name2607,lastname2607,September,5,2001,BS Communications Technology Management,+639176428108,Female,Globe
2607,name2608,lastname2608,January,15,1998,BS Communications Technology Management,+639279982587,Female,Globe
2608,name2609,lastname2609,April,27,2001,BS Communications Technology Management,+639272299368,Female,Globe
2609,name2610,lastname2610,April,17,1998,BS Legal Management,+639189605607,Male,Smart
2610,name2611,lastname2611,October,12,2001,BS Management,+639175694246,Female,Globe
2611,name2612,lastname2612,June,10,1999,BS Information Technology Entrepreneurship,+639186223293,Male,Smart
2612,name2613,lastname2613,July,24,1998,BS Legal Management,+639188776689,Female,Smart
2613,name2614,lastname2614,May,25,2001,BS Information Technology Entrepreneurship,+639171992805,Female,Globe
2614,name2615,lastname2615,January,17,1999,BS Management,+639186874279,Male,Smart
2615,name2616,lastname2616,May,10,1997,BS Management,+639176416984,Female,Globe
2616,name2617,lastname2617,May,19,1998,BS Information Technology Entrepreneurship,+639174584506,Female,Globe
2617,name2618,lastname2618,August,13,1998,BS Information Technology Entrepreneurship,+639275249294,Male,Globe
2618,name2619,lastname2619,July,9,1999,BS Communications Technology Management,+639183851052,Female,Smart
2619,name2620,lastname2620,November,9,1998,BS Information Technology Entrepreneurship,+639277394781,Male,Globe
2620,name2621,lastname2621,May,24,1998,BS Management Engineering,+639189208845,Female,Smart
2621,name2622,lastname2622,June,22,2001,BS Management,+639272313748,Male,Globe
2622,name2623,lastname2623,April,21,1998,BS Communications Technology Management,+639276885360,Male,Globe
2623,name2624,lastname2624,July,25,2000,BS Information Technology Entrepreneurship,+639272333593,Female,Globe
2624,name2625,lastname2625,November,8,1999,BS Information Technology Entrepreneurship,+639276437093,Male,Globe
2625,name2626,lastname2626,July,22,1998,BS Communications Technology Management,+639272982396,Female,Globe
2626,name2627,lastname2627,January,24,2000,BS Information Technology Entrepreneurship,+639277447996,Female,Globe
2627,name2628,lastname2628,January,3,1999,BS Communications Technology Management,+639181978797,Female,Smart
2628,name2629,lastname2629,November,20,1997,BS Management Engineering,+639181535257,Male,Smart
2629,name2630,lastname2630,January,20,2001,BS Legal Management,+639185925507,Female,Smart
2630,name2631,lastname2631,December,17,1999,BS Communications Technology Management,+639274103184,Female,Globe
2631,name2632,lastname2632,December,21,1999,BS Information Technology Entrepreneurship,+639275456383,Male,Globe
2632,name2633,lastname2633,August,1,1999,BS Legal Management,+639276222939,Male,Globe
2633,name2634,lastname2634,December,23,1997,BS Management,+639176952648,Male,Globe
2634,name2635,lastname2635,November,11,1999,BS Legal Management,+639172074784,Male,Globe
2635,name2636,lastname2636,January,14,1999,BS Management Engineering,+639171564149,Male,Globe
2636,name2637,lastname2637,February,18,1999,BS Legal Management,+639182948168,Female,Smart
2637,name2638,lastname2638,November,28,2000,BS Management Engineering,+639278233247,Male,Globe
2638,name2639,lastname2639,September,9,1999,BS Information Technology Entrepreneurship,+639173543063,Male,Globe
2639,name2640,lastname2640,December,13,1997,BS Communications Technology Management,+639171817772,Female,Globe
2640,name2641,lastname2641,February,17,1999,BS Legal Management,+639189526955,Female,Smart
2641,name2642,lastname2642,May,4,2000,BS Management,+639173715232,Female,Globe
2642,name2643,lastname2643,October,9,1999,BS Legal Management,+639171942461,Female,Globe
2643,name2644,lastname2644,March,24,2001,BS Management Engineering,+639172572784,Male,Globe
2644,name2645,lastname2645,May,19,1998,BS Legal Management,+639171736943,Male,Globe
2645,name2646,lastname2646,June,28,1998,BS Legal Management,+639178327071,Male,Globe
2646,name2647,lastname2647,April,8,1999,BS Management,+639184086691,Female,Smart
2647,name2648,lastname2648,March,13,1999,BS Information Technology Entrepreneurship,+639185426186,Female,Smart
2648,name2649,lastname2649,June,11,1997,BS Management Engineering,+639279006138,Male,Globe
2649,name2650,lastname2650,June,2,1997,BS Communications Technology Management,+639178354386,Male,Globe
2650,name2651,lastname2651,June,15,1998,BS Communications Technology Management,+639188845352,Male,Smart
2651,name2652,lastname2652,November,25,1998,BS Legal Management,+639276287709,Male,Globe
2652,name2653,lastname2653,June,16,1998,BS Management,+639172814502,Male,Globe
2653,name2654,lastname2654,November,2,2001,BS Communications Technology Management,+639179813960,Female,Globe
2654,name2655,lastname2655,April,16,1997,BS Communications Technology Management,+639185436769,Female,Smart
2655,name2656,lastname2656,April,28,1998,BS Information Technology Entrepreneurship,+639171383778,Male,Globe
2656,name2657,lastname2657,May,21,1999,BS Communications Technology Management,+639273926719,Male,Globe
2657,name2658,lastname2658,December,16,1997,BS Management Engineering,+639184908514,Female,Smart
2658,name2659,lastname2659,September,12,1998,BS Management,+639175941999,Female,Globe
2659,name2660,lastname2660,August,8,1998,BS Information Technology Entrepreneurship,+639175483351,Female,Globe
2660,name2661,lastname2661,September,12,1999,BS Legal Management,+639182049617,Female,Smart
2661,name2662,lastname2662,September,3,1998,BS Information Technology Entrepreneurship,+639185099706,Male,Smart
2662,name2663,lastname2663,August,20,1999,BS Management,+639176236547,Female,Globe
2663,name2664,lastname2664,August,3,1998,BS Communications Technology Management,+639184243370,Male,Smart
2664,name2665,lastname2665,April,12,1998,BS Legal Management,+639275132139,Male,Globe
2665,name2666,lastname2666,January,11,1998,BS Management Engineering,+639272956588,Female,Globe
2666,name2667,lastname2667,October,10,2000,BS Communications Technology Management,+639178373739,Male,Globe
2667,name2668,lastname2668,September,8,1998,BS Information Technology Entrepreneurship,+639181008378,Male,Smart
2668,name2669,lastname2669,June,9,2000,BS Management Engineering,+639184387545,Male,Smart
2669,name2670,lastname2670,May,1,1999,BS Management Engineering,+639171954206,Male,Globe
2670,name2671,lastname2671,January,15,1998,BS Communications Technology Management,+639185559070,Male,Smart
2671,name2672,lastname2672,May,6,1998,BS Communications Technology Management,+639277631636,Male,Globe
2672,name2673,lastname2673,June,27,1998,BS Communications Technology Management,+639172756658,Male,Globe
2673,name2674,lastname2674,March,8,2001,BS Management,+639177313274,Male,Globe
2674,name2675,lastname2675,September,23,1999,BS Management,+639171703005,Female,Globe
2675,name2676,lastname2676,August,25,1999,BS Management,+639278134925,Male,Globe
2676,name2677,lastname2677,July,18,1999,BS Legal Management,+639171305809,Male,Globe
2677,name2678,lastname2678,July,27,2000,BS Management,+639271634869,Female,Globe
2678,name2679,lastname2679,May,23,1997,BS Management,+639188481893,Female,Smart
2679,name2680,lastname2680,December,14,1999,BS Management Engineering,+639271157726,Male,Globe
2680,name2681,lastname2681,September,12,1999,BS Management Engineering,+639175728068,Female,Globe
2681,name2682,lastname2682,November,8,2000,BS Information Technology Entrepreneurship,+639273841647,Male,Globe
2682,name2683,lastname2683,September,9,2000,BS Management Engineering,+639185363717,Male,Smart
2683,name2684,lastname2684,December,15,1998,BS Communications Technology Management,+639275408705,Male,Globe
2684,name2685,lastname2685,June,11,1997,BS Legal Management,+639174396195,Female,Globe
2685,name2686,lastname2686,December,18,1998,BS Management Engineering,+639276705740,Female,Globe
2686,name2687,lastname2687,March,20,1999,BS Information Technology Entrepreneurship,+639182455369,Male,Smart
2687,name2688,lastname2688,July,7,1997,BS Management,+639187043039,Male,Smart
2688,name2689,lastname2689,March,21,1999,BS Communications Technology Management,+639273461462,Female,Globe
2689,name2690,lastname2690,August,16,1999,BS Management Engineering,+639179198868,Male,Globe
2690,name2691,lastname2691,March,16,2000,BS Management Engineering,+639277903075,Male,Globe
2691,name2692,lastname2692,July,11,1998,BS Management,+639271057640,Male,Globe
2692,name2693,lastname2693,August,6,1999,BS Legal Management,+639274952855,Male,Globe
2693,name2694,lastname2694,November,18,1999,BS Information Technology Entrepreneurship,+639187772993,Female,Smart
2694,name2695,lastname2695,September,6,2000,BS Legal Management,+639185927760,Male,Smart
2695,name2696,lastname2696,May,11,1997,BS Information Technology Entrepreneurship,+639275269917,Male,Globe
2696,name2697,lastname2697,January,1,2001,BS Communications Technology Management,+639171686101,Female,Globe
2697,name2698,lastname2698,October,3,1999,BS Information Technology Entrepreneurship,+639179022249,Male,Globe
2698,name2699,lastname2699,March,17,1997,BS Information Technology Entrepreneurship,+639185466362,Female,Smart
2699,name2700,lastname2700,January,16,1997,BS Communications Technology Management,+639278994910,Female,Globe
2700,name2701,lastname2701,May,26,1998,BS Management Engineering,+639186311730,Male,Smart
2701,name2702,lastname2702,April,24,1997,BS Legal Management,+639271268003,Male,Globe
2702,name2703,lastname2703,June,27,2001,BS Communications Technology Management,+639271891936,Male,Globe
2703,name2704,lastname2704,January,20,1999,BS Communications Technology Management,+639277947557,Female,Globe
2704,name2705,lastname2705,June,17,1997,BS Communications Technology Management,+639275068327,Female,Globe
2705,name2706,lastname2706,November,24,1999,BS Legal Management,+639279809974,Female,Globe
2706,name2707,lastname2707,February,2,2001,BS Information Technology Entrepreneurship,+639175147049,Male,Globe
2707,name2708,lastname2708,April,1,1997,BS Management Engineering,+639177976642,Female,Globe
2708,name2709,lastname2709,August,23,2000,BS Legal Management,+639185176058,Female,Smart
2709,name2710,lastname2710,May,11,2001,BS Information Technology Entrepreneurship,+639184362312,Female,Smart
2710,name2711,lastname2711,April,17,2000,BS Management Engineering,+639173737451,Female,Globe
2711,name2712,lastname2712,July,23,1999,BS Management Engineering,+639172479027,Female,Globe
2712,name2713,lastname2713,March,11,1998,BS Legal Management,+639171321074,Female,Globe
2713,name2714,lastname2714,November,16,1999,BS Communications Technology Management,+639175067963,Female,Globe
2714,name2715,lastname2715,July,12,1998,BS Information Technology Entrepreneurship,+639277112332,Female,Globe
2715,name2716,lastname2716,January,21,2001,BS Communications Technology Management,+639186936829,Male,Smart
2716,name2717,lastname2717,April,7,1997,BS Legal Management,+639272327777,Male,Globe
2717,name2718,lastname2718,January,14,1999,BS Communications Technology Management,+639178116162,Male,Globe
2718,name2719,lastname2719,January,13,1998,BS Communications Technology Management,+639274303410,Female,Globe
2719,name2720,lastname2720,January,14,2000,BS Information Technology Entrepreneurship,+639177688378,Male,Globe
2720,name2721,lastname2721,November,22,2001,BS Management,+639274266313,Male,Globe
2721,name2722,lastname2722,September,14,1997,BS Management,+639183224902,Female,Smart
2722,name2723,lastname2723,December,17,1998,BS Information Technology Entrepreneurship,+639183171556,Female,Smart
2723,name2724,lastname2724,January,20,1997,BS Management Engineering,+639187759777,Female,Smart
2724,name2725,lastname2725,August,10,1997,BS Legal Management,+639179569599,Female,Globe
2725,name2726,lastname2726,June,2,1997,BS Management,+639274438591,Male,Globe
